CustomerID;Region;Sales;Discount;Date;ProductID;Quantity;Return;CustomerType;SalesChannel;PaymentMethod;SatisfactionScore;ProductCategory;Столбец5;Столбец1;Month2;Столбец2;Столбец3;Столбец4
1162;North;18984.773069785035;5.0;2023-03-12 21:20:00.000000000;132;20;0;Returning;Online;Bank Transfer;8;Toys;12.03.2023 21:20;44997,88889;1900-01;0;;
1163;West;21855.729366856543;10.0;2024-07-14 02:03:57.837837832;123;29;0;Returning;Online;Credit Card;4;Health & Beauty;14.07.2024 2:03;45487,08608;1900-01;0;;
1164;West;16980.074066420897;10.0;2023-01-04 04:38:11.891891891;138;24;0;Returning;Online;Cash;6;Health & Beauty;04.01.2023 4:38;44930,19318;1900-01;0;;
1165;South;20432.9489373645;5.0;2024-08-16 07:05:13.513513512;133;82;1;VIP;Direct;Credit Card;4;Sports;16.08.2024 7:05;45520,29529;1900-01;0;;
1166;North;19221.613823039603;5.0;2024-03-24 07:47:01.621621616;155;63;0;VIP;Online;Bank Transfer;2;Clothing;24.03.2024 7:47;45375,32432;1900-01;0;;
1167;West;25838.910308299037;15.0;2024-06-23 15:35:29.729729728;127;74;0;Returning;Online;Bank Transfer;1;Home & Kitchen;23.06.2024 15:35;45466,64964;1900-01;0;;
1168;East;21272.104216506064;;2024-08-25 05:40:10.810810808;136;57;0;VIP;Online;Cash;1;Sports;25.08.2024 5:40;45529,23623;1900-01;0;;
1169;East;21688.01331037601;15.0;2023-06-27 12:59:49.189189188;106;8;0;VIP;In-Store;Bank Transfer;8;Health & Beauty;27.06.2023 12:59;45104,54154;1900-01;0;;
1170;South;17940.615169387664;10.0;2023-09-01 07:42:42.162162160;167;90;0;Returning;Direct;Credit Card;4;Toys;01.09.2023 7:42;45170,32132;1900-01;0;;
1171;West;17561.968879637534;15.0;2024-06-27 11:33:20.000000000;136;62;0;VIP;Direct;Credit Card;5;Sports;27.06.2024 11:33;45470,48148;1900-01;0;;
1172;North;17837.209060901896;15.0;2023-01-08 15:55:40.540540540;155;29;0;VIP;Direct;Cash;8;Clothing;08.01.2023 15:55;44934,66366;1900-01;0;;
1173;East;21972.260711891486;15.0;2023-07-12 20:51:10.270270270;164;74;0;VIP;In-Store;Credit Card;7;Health & Beauty;12.07.2023 20:51;45119,86887;1900-01;0;;
1174;West;17895.077595898685;15.0;2023-12-21 10:40:00.000000000;164;17;1;Returning;Direct;Credit Card;8;Sports;21.12.2023 10:40;45281,44444;1900-01;0;;
1175;West;21448.874284482066;;2024-01-29 09:38:01.081081080;146;66;0;VIP;In-Store;Credit Card;8;Home & Kitchen;29.01.2024 9:38;45320,4014;1900-01;0;;
1176;South;30377.003993227194;;2023-04-12 13:02:42.162162162;119;6;0;New;In-Store;Credit Card;6;Clothing;12.04.2023 13:02;45028,54354;1900-01;0;;
1177;East;0;5.0;2023-04-08 17:04:51.891891891;118;58;0;New;Direct;Bank Transfer;10;Home & Kitchen;08.04.2023 17:04;45024,7117;1900-01;0;;
1178;East;18369.882339160795;10.0;2024-04-25 21:28:38.918918920;128;69;0;Returning;Online;Credit Card;2;Home & Kitchen;25.04.2024 21:28;45407,89488;1900-01;0;;
1179;North;26006.069610819723;15.0;2023-04-25 22:55:08.108108108;173;28;0;New;Online;Cash;6;Home & Kitchen;25.04.2023 22:55;45041,95495;1900-01;0;;
1180;East;0;5.0;2023-12-02 06:50:48.648648648;159;62;0;Returning;Direct;Cash;1;Sports;02.12.2023 6:50;45262,28528;1900-01;0;;
1181;North;9809.37732411073;5.0;2023-04-25 07:35:29.729729730;117;41;0;New;Direct;Credit Card;1;Clothing;25.04.2023 7:35;45041,31631;1900-01;0;;
1182;East;14959.56844541298;5.0;2023-08-29 03:04:30.270270268;191;69;0;New;In-Store;Cash;3;Sports;29.08.2023 3:04;45167,12813;1900-01;0;;
1183;South;10646.04039487072;;2024-05-27 19:50:37.837837832;134;82;0;New;Direct;Credit Card;3;Sports;27.05.2024 19:50;45439,82682;1900-01;0;;
1184;East;18242.432579793458;15.0;2024-05-09 22:40:43.243243240;142;90;0;Returning;In-Store;Cash;5;Sports;09.05.2024 22:40;45421,94494;1900-01;0;;
1185;North;20092.091895947757;15.0;2023-04-17 15:39:49.189189188;194;84;1;Returning;Direct;Cash;1;Health & Beauty;17.04.2023 15:39;45033,65265;1900-01;0;;
1186;North;28382.186561376413;10.0;2023-05-17 00:43:14.594594594;190;41;0;VIP;Online;Credit Card;10;Books;17.05.2023 0:43;45063,03002;1900-01;0;;
1187;South;0;15.0;2023-04-06 03:46:18.378378378;110;49;0;Returning;Online;Credit Card;6;Electronics;06.04.2023 3:46;45022,15715;1900-01;0;;
1188;East;18904.49735595568;15.0;2023-01-10 13:54:35.675675675;148;91;0;New;Direct;Bank Transfer;7;Health & Beauty;10.01.2023 13:54;44936,57957;1900-01;0;;
1189;East;24147.027905917446;5.0;2023-02-27 11:27:34.054054054;137;49;0;New;In-Store;Credit Card;10;Clothing;27.02.2023 11:27;44984,47748;1900-01;0;;
1190;South;8944.323454960575;10.0;2023-03-17 23:57:07.027027027;163;76;0;Returning;Online;Credit Card;3;Electronics;17.03.2023 23:57;45002,998;1900-01;0;;
1191;East;21178.07279054283;15.0;2024-09-01 21:35:51.351351352;168;71;0;Returning;In-Store;Bank Transfer;4;Electronics;01.09.2024 21:35;45536,8999;1900-01;0;;
1192;East;23854.325969434834;;2023-06-10 22:29:11.351351350;107;3;0;Returning;Direct;Credit Card;10;Electronics;10.06.2023 22:29;45087,93693;1900-01;0;;
1193;North;12607.068771100792;15.0;2023-02-07 16:18:44.324324324;133;10;0;VIP;Direct;Credit Card;10;Books;07.02.2023 16:18;44964,67968;1900-01;0;;
1194;East;25718.770216034645;5.0;2023-06-19 05:44:30.270270270;147;98;0;New;Online;Bank Transfer;10;Sports;19.06.2023 5:44;45096,23924;1900-01;0;;
1195;East;21692.48203747207;;2023-09-18 13:32:58.378378376;155;89;0;VIP;Direct;Credit Card;10;Toys;18.09.2023 13:32;45187,56456;1900-01;0;;
1196;South;17923.560430495992;5.0;2023-01-20 03:49:11.351351351;175;35;0;VIP;Online;Credit Card;10;Clothing;20.01.2023 3:49;44946,15916;1900-01;0;;
1197;South;23163.909330531424;15.0;2023-01-13 18:32:47.567567567;164;80;0;New;In-Store;Bank Transfer;3;Books;13.01.2023 18:32;44939,77277;1900-01;0;;
1198;West;31353.46428902198;;2024-04-11 04:56:56.216216216;130;2;0;New;Online;Bank Transfer;1;Books;11.04.2024 4:56;45393,2062;1900-01;0;;
1199;nan;20909.331275292476;10.0;2024-01-14 01:46:40.000000000;103;24;0;Returning;Online;Cash;8;Toys;14.01.2024 1:46;45305,07407;1900-01;0;;
1200;East;21241.10293150168;10.0;2023-07-03 22:16:12.972972972;149;74;0;Returning;In-Store;Credit Card;10;Electronics;03.07.2023 22:16;45110,92792;1900-01;0;;
1201;East;17703.19550229878;;2023-12-13 03:24:41.081081080;168;38;0;VIP;Online;Cash;10;Sports;13.12.2023 3:24;45273,14214;1900-01;0;;
1202;West;15750.778152676041;;2023-11-14 09:40:54.054054052;129;22;0;Returning;Online;Cash;2;Toys;14.11.2023 9:40;45244,4034;1900-01;0;;
1203;East;24151.679082721228;5.0;2024-04-20 18:51:31.891891888;187;26;0;Returning;Direct;Bank Transfer;1;Toys;20.04.2024 18:51;45402,78578;1900-01;0;;
1204;North;15719.580870455664;;2023-10-30 01:49:32.972972972;158;43;0;New;In-Store;Credit Card;8;Books;30.10.2023 1:49;45229,07606;1900-01;0;;
1205;West;20357.831186096962;5.0;2023-09-16 00:14:24.864864864;166;55;1;New;Online;Credit Card;7;Clothing;16.09.2023 0:14;45185,01;1900-01;0;;
1206;North;17611.712766174416;15.0;2023-12-16 08:02:52.972972972;174;39;0;Returning;In-Store;Bank Transfer;7;Home & Kitchen;16.12.2023 8:02;45276,33532;1900-01;0;;
1207;West;22394.89912873196;5.0;2024-09-05 02:14:03.243243240;144;91;0;New;In-Store;Cash;4;Sports;05.09.2024 2:14;45540,09309;1900-01;0;;
1208;West;21668.31052643474;;2023-03-25 15:52:47.567567567;103;29;0;Returning;Online;Bank Transfer;9;Toys;25.03.2023 15:52;45010,66166;1900-01;0;;
1209;South;25187.699721289497;;2023-07-26 06:43:36.216216216;125;20;1;New;Direct;Credit Card;6;Sports;26.07.2023 6:43;45133,28028;1900-01;0;;
1210;North;17449.918005726264;15.0;2024-07-01 07:31:10.270270264;126;91;0;New;In-Store;Bank Transfer;2;Toys;01.07.2024 7:31;45474,31331;1900-01;0;;
1211;East;18650.625323533142;;2023-03-25 15:52:47.567567567;145;41;0;New;Online;Credit Card;1;Electronics;25.03.2023 15:52;45010,66166;1900-01;0;;
1212;East;15106.181421088462;;2023-11-29 02:12:36.756756756;163;54;0;New;In-Store;Cash;1;Sports;29.11.2023 2:12;45259,09208;1900-01;0;;
1213;North;17778.533699619442;10.0;2023-01-19 12:29:32.972972973;190;20;0;Returning;Direct;Credit Card;9;Electronics;19.01.2023 12:29;44945,52051;1900-01;0;;
1214;nan;21886.50246522426;10.0;2024-02-04 18:54:24.864864864;150;19;0;VIP;Direct;Cash;4;Books;04.02.2024 18:54;45326,78778;1900-01;0;;
1215;East;23784.94308322676;15.0;2023-07-11 14:11:53.513513512;149;84;0;New;Direct;Cash;5;Electronics;11.07.2023 14:11;45118,59159;1900-01;0;;
1216;North;15389.173379111873;5.0;2023-01-02 21:58:55.135135135;105;99;0;Returning;Online;Credit Card;3;Sports;02.01.2023 21:58;44928,91591;1900-01;0;;
1217;West;24348.0296005283;10.0;2023-07-26 22:03:14.594594594;158;66;0;Returning;Online;Credit Card;4;Health & Beauty;26.07.2023 22:03;45133,91891;1900-01;0;;
1218;North;26778.189294024756;5.0;2023-11-21 10:16:56.216216216;114;30;0;New;Direct;Cash;8;Sports;21.11.2023 10:16;45251,42843;1900-01;0;;
1219;West;22067.174516118503;;2023-05-31 17:14:57.297297296;129;53;0;VIP;Online;Bank Transfer;4;Toys;31.05.2023 17:14;45077,71872;1900-01;0;;
1220;East;29383.979062790328;10.0;2023-12-08 00:47:34.054054052;141;34;0;New;Direct;Credit Card;9;Electronics;08.12.2023 0:47;45268,03303;1900-01;0;;
1221;East;16131.054004482135;15.0;2023-01-10 13:54:35.675675675;136;22;0;Returning;Online;Cash;9;Clothing;10.01.2023 13:54;44936,57957;1900-01;0;;
1222;East;13776.726483442915;15.0;2023-12-07 09:27:55.675675672;141;67;0;VIP;Direct;Cash;6;Health & Beauty;07.12.2023 9:27;45267,39439;1900-01;0;;
1223;South;11106.398755478607;15.0;2024-09-28 02:01:04.864864864;134;6;1;Returning;In-Store;Bank Transfer;2;Books;28.09.2024 2:01;45563,08407;1900-01;0;;
1224;West;27480.221557445915;10.0;2024-01-08 07:49:54.594594592;186;79;0;New;Direct;Credit Card;10;Home & Kitchen;08.01.2024 7:49;45299,32632;1900-01;0;;
1225;South;23271.82828177029;5.0;2024-06-04 11:46:18.378378376;105;27;0;VIP;Direct;Cash;7;Toys;04.06.2024 11:46;45447,49049;1900-01;0;;
1226;South;19722.076645447723;;2023-10-12 04:39:38.378378376;167;10;0;Returning;Online;Bank Transfer;9;Toys;12.10.2023 4:39;45211,19419;1900-01;0;;
1227;North;21399.8431315991;5.0;2024-09-25 12:42:31.351351344;117;73;0;Returning;Online;Cash;6;Clothing;25.09.2024 12:42;45560,52953;1900-01;0;;
1228;South;14372.554763508117;5.0;2023-11-17 14:19:05.945945944;172;97;0;Returning;Online;Credit Card;3;Home & Kitchen;17.11.2023 14:19;45247,59659;1900-01;0;;
1229;North;32228.759898084132;;2024-09-01 21:35:51.351351352;128;96;0;New;Online;Bank Transfer;7;Home & Kitchen;01.09.2024 21:35;45536,8999;1900-01;0;;
1230;North;20646.105909876136;;2023-05-27 05:57:28.648648648;176;48;0;VIP;Online;Cash;5;Books;27.05.2023 5:57;45073,24824;1900-01;0;;
1231;South;20546.973973024466;10.0;2023-03-09 16:41:48.108108108;158;70;0;New;Online;Bank Transfer;1;Books;09.03.2023 16:41;44994,69569;1900-01;0;;
1232;West;23628.833119493458;10.0;2024-04-04 04:20:54.054054048;146;59;0;New;In-Store;Credit Card;3;Health & Beauty;04.04.2024 4:20;45386,18118;1900-01;0;;
1233;West;22405.046158683566;10.0;2023-09-05 19:00:10.810810808;116;59;0;New;Direct;Bank Transfer;5;Toys;05.09.2023 19:00;45174,79178;1900-01;0;;
1234;West;21119.42012139566;10.0;2024-04-04 04:20:54.054054048;195;2;0;VIP;Direct;Credit Card;7;Electronics;04.04.2024 4:20;45386,18118;1900-01;0;;
1235;West;16047.62772277344;10.0;2023-06-17 07:45:35.135135134;121;29;1;New;Direct;Cash;3;Books;17.06.2023 7:45;45094,32332;1900-01;0;;
1236;West;22357.34178567998;;2023-12-25 21:57:28.648648648;167;68;0;New;In-Store;Credit Card;6;Clothing;25.12.2023 21:57;45285,91491;1900-01;0;;
1237;South;29410.12248237517;5.0;2023-02-10 20:56:56.216216216;168;65;1;New;Direct;Cash;5;Clothing;10.02.2023 20:56;44967,87287;1900-01;0;;
1238;South;26727.10023077489;10.0;2023-06-18 14:24:51.891891892;136;83;0;New;In-Store;Cash;1;Clothing;18.06.2023 14:24;45095,60059;1900-01;0;;
1239;East;27965.933133196984;10.0;2023-08-04 05:18:33.513513512;148;26;1;Returning;In-Store;Credit Card;10;Sports;04.08.2023 5:18;45142,22122;1900-01;0;;
1240;West;17443.921617844073;5.0;2023-07-11 14:11:53.513513512;112;89;0;New;In-Store;Cash;6;Books;11.07.2023 14:11;45118,59159;1900-01;0;;
1241;South;15051.975898707096;10.0;2023-08-29 18:24:08.648648648;133;10;0;Returning;Direct;Bank Transfer;8;Books;29.08.2023 18:24;45167,76676;1900-01;0;;
1242;East;19371.06539950176;5.0;2023-04-22 02:57:17.837837838;185;53;0;New;In-Store;Cash;1;Clothing;22.04.2023 2:57;45038,12311;1900-01;0;;
1243;West;20278.624561443474;5.0;2024-09-06 08:53:20.000000000;152;79;0;VIP;Direct;Credit Card;2;Books;06.09.2024 8:53;45541,37037;1900-01;0;;
1244;North;25470.95759235474;;2023-04-07 10:25:35.135135135;186;59;0;Returning;Direct;Bank Transfer;4;Sports;07.04.2023 10:25;45023,43443;1900-01;0;;
1245;East;11537.676851425904;15.0;2023-10-31 08:28:49.729729728;150;22;0;Returning;Online;Bank Transfer;2;Electronics;31.10.2023 8:28;45230,35334;1900-01;0;;
1246;South;0;;2023-06-19 05:44:30.270270270;102;51;0;Returning;Online;Cash;9;Electronics;19.06.2023 5:44;45096,23924;1900-01;0;;
1247;North;19209.960507105054;15.0;2023-07-29 11:21:48.108108108;141;48;0;Returning;In-Store;Cash;10;Health & Beauty;29.07.2023 11:21;45136,47347;1900-01;0;;
1248;North;17865.5946502629;15.0;2024-09-12 18:09:43.783783784;197;21;0;VIP;In-Store;Credit Card;8;Toys;12.09.2024 18:09;45547,75675;1900-01;0;;
1249;North;14939.478123699162;15.0;2024-06-04 11:46:18.378378376;131;22;0;New;Direct;Bank Transfer;8;Electronics;04.06.2024 11:46;45447,49049;1900-01;0;;
1250;East;11725.716640671153;10.0;2023-04-14 11:01:37.297297297;150;98;0;Returning;In-Store;Credit Card;4;Health & Beauty;14.04.2023 11:01;45030,45946;1900-01;0;;
1251;South;24115.85291980957;;2023-10-07 02:02:31.351351348;184;30;0;VIP;In-Store;Cash;5;Home & Kitchen;07.10.2023 2:02;45206,08508;1900-01;0;;
1252;North;20366.58983594202;15.0;2023-08-07 09:56:45.405405404;145;25;0;Returning;Direct;Bank Transfer;4;Toys;07.08.2023 9:56;45145,41441;1900-01;0;;
1253;West;13550.195501294731;5.0;2023-08-22 17:48:06.486486484;120;28;0;New;In-Store;Credit Card;9;Electronics;22.08.2023 17:48;45160,74174;1900-01;0;;
1254;North;13524.60613968192;10.0;2023-10-24 07:52:47.567567568;143;65;0;Returning;In-Store;Credit Card;2;Sports;24.10.2023 7:52;45223,32832;1900-01;0;;
1255;North;18321.07650354936;;2024-04-23 08:10:05.405405400;110;45;0;VIP;Direct;Credit Card;8;Home & Kitchen;23.04.2024 8:10;45405,34034;1900-01;0;;
1256;East;28345.107626446967;15.0;2023-05-07 10:48:38.918918918;167;68;0;New;Direct;Credit Card;2;Health & Beauty;07.05.2023 10:48;45053,45044;1900-01;0;;
1257;East;18702.043243181975;5.0;2023-11-15 16:20:10.810810808;100;7;0;VIP;Online;Credit Card;1;Electronics;15.11.2023 16:20;45245,68067;1900-01;0;;
1258;South;12484.285234409468;;2023-01-10 13:54:35.675675675;191;49;0;New;Direct;Bank Transfer;10;Electronics;10.01.2023 13:54;44936,57957;1900-01;0;;
1259;West;18771.28467957028;;2024-06-07 16:24:30.270270264;162;9;0;New;Online;Credit Card;3;Books;07.06.2024 16:24;45450,68368;1900-01;0;;
1260;East;18636.38215126165;10.0;2023-07-08 09:33:41.621621620;123;36;0;New;In-Store;Bank Transfer;9;Home & Kitchen;08.07.2023 9:33;45115,39839;1900-01;0;;
1261;nan;6515.5667852921415;;2024-07-07 16:47:34.054054048;198;83;0;Returning;Direct;Credit Card;3;Electronics;07.07.2024 16:47;45480,6997;1900-01;0;;
1262;South;19728.52566741094;10.0;2023-11-22 16:56:12.972972972;112;1;0;VIP;Direct;Cash;9;Clothing;22.11.2023 16:56;45252,70569;1900-01;0;;
1263;North;18845.32734895661;15.0;2024-05-17 14:36:23.783783784;197;10;0;VIP;Direct;Cash;7;Sports;17.05.2024 14:36;45429,6086;1900-01;0;;
1264;North;23481.031824067093;10.0;2024-09-19 18:45:45.945945944;110;36;0;VIP;In-Store;Credit Card;10;Books;19.09.2024 18:45;45554,78177;1900-01;0;;
1265;East;29244.780474726726;5.0;2023-06-01 23:54:14.054054054;199;73;0;New;Online;Cash;1;Books;01.06.2023 23:54;45078,996;1900-01;0;;
1266;South;25632.825147738786;10.0;2024-01-06 09:50:59.459459456;150;46;0;Returning;In-Store;Bank Transfer;10;Electronics;06.01.2024 9:50;45297,41041;1900-01;0;;
1267;West;18655.556547225846;5.0;2023-07-11 14:11:53.513513512;116;32;0;New;In-Store;Credit Card;5;Sports;11.07.2023 14:11;45118,59159;1900-01;0;;
1268;West;14467.370456291648;10.0;2023-01-04 04:38:11.891891891;198;32;0;VIP;Direct;Bank Transfer;9;Books;04.01.2023 4:38;44930,19318;1900-01;0;;
1269;East;32866.7990162493;;2023-05-20 20:41:04.864864864;181;6;0;Returning;Online;Credit Card;3;Toys;20.05.2023 20:41;45066,86185;1900-01;0;;
1270;East;20296.092170072443;15.0;2024-05-03 13:24:19.459459456;185;48;1;Returning;In-Store;Cash;9;Home & Kitchen;03.05.2024 13:24;45415,55855;1900-01;0;;
1271;South;20069.64645956473;5.0;2023-10-16 15:57:07.027027024;123;38;0;Returning;Direct;Bank Transfer;5;Toys;16.10.2023 15:57;45215,66466;1900-01;0;;
1272;West;19879.374564449983;10.0;2023-10-03 21:24:19.459459456;118;17;1;VIP;In-Store;Cash;9;Health & Beauty;03.10.2023 21:24;45202,89189;1900-01;0;;
1273;West;20990.423803839276;10.0;2024-05-29 17:49:32.972972968;136;74;0;Returning;In-Store;Cash;10;Toys;29.05.2024 17:49;45441,74273;1900-01;0;;
1274;West;19278.197940380287;10.0;2024-07-08 23:26:50.810810808;184;27;0;Returning;Direct;Credit Card;6;Sports;08.07.2024 23:26;45481,97697;1900-01;0;;
1275;North;17131.68996559882;;2023-09-03 21:01:15.675675676;107;54;0;New;Direct;Bank Transfer;9;Clothing;03.09.2023 21:01;45172,87587;1900-01;0;;
1276;West;17265.70529379804;;2024-01-30 16:17:17.837837836;127;50;0;New;Online;Cash;7;Books;30.01.2024 16:17;45321,67867;1900-01;0;;
1277;North;19836.23364892001;5.0;2023-07-07 18:14:03.243243242;104;35;0;Returning;In-Store;Credit Card;7;Sports;07.07.2023 18:14;45114,75976;1900-01;0;;
1278;South;17282.876144331174;5.0;2023-03-16 17:17:50.270270270;116;85;0;Returning;Direct;Credit Card;8;Books;16.03.2023 17:17;45001,72072;1900-01;0;;
1279;North;16435.77108661418;;2023-09-16 00:14:24.864864864;135;25;0;New;Direct;Credit Card;7;Clothing;16.09.2023 0:14;45185,01;1900-01;0;;
1280;South;20532.151138459485;5.0;2024-03-09 15:15:18.918918920;118;28;1;New;Online;Cash;9;Books;09.03.2024 15:15;45360,63563;1900-01;0;;
1281;West;18725.113912895722;15.0;2024-09-28 02:01:04.864864864;163;15;0;New;Online;Credit Card;9;Toys;28.09.2024 2:01;45563,08407;1900-01;0;;
1282;West;27519.964942913444;15.0;2024-05-01 15:25:24.324324320;190;4;0;VIP;Direct;Bank Transfer;6;Health & Beauty;01.05.2024 15:25;45413,64264;1900-01;0;;
1283;South;6745.150958034939;;2024-01-14 17:06:18.378378376;197;93;0;VIP;Online;Bank Transfer;7;Electronics;14.01.2024 17:06;45305,71271;1900-01;0;;
1284;East;25457.53425961231;5.0;2023-12-27 19:56:23.783783780;110;73;0;New;Direct;Cash;2;Clothing;27.12.2023 19:56;45287,83082;1900-01;0;;
1285;South;26230.425962488145;10.0;2024-04-24 14:49:22.162162160;153;27;0;Returning;In-Store;Bank Transfer;9;Toys;24.04.2024 14:49;45406,61762;1900-01;0;;
1286;East;9633.048837959253;15.0;2024-07-14 02:03:57.837837832;144;26;0;New;Online;Credit Card;1;Sports;14.07.2024 2:03;45487,08608;1900-01;0;;
1287;North;0;;2023-01-08 00:36:02.162162162;146;19;1;VIP;In-Store;Cash;1;Toys;08.01.2023 0:36;44934,02502;1900-01;0;;
1288;North;18142.79567002104;5.0;2023-05-13 20:05:02.702702702;111;92;0;Returning;In-Store;Credit Card;3;Toys;13.05.2023 20:05;45059,83683;1900-01;0;;
1289;North;12962.441526410894;;2023-04-15 17:40:54.054054054;120;17;0;VIP;In-Store;Cash;6;Electronics;15.04.2023 17:40;45031,73674;1900-01;0;;
1290;West;16110.916562045622;10.0;2024-07-14 02:03:57.837837832;110;43;0;Returning;Direct;Cash;5;Home & Kitchen;14.07.2024 2:03;45487,08608;1900-01;0;;
1291;North;14447.120772670856;15.0;2023-07-07 02:54:24.864864864;191;41;0;VIP;In-Store;Credit Card;2;Books;07.07.2023 2:54;45114,12111;1900-01;0;;
1292;East;28761.352217118114;;2024-08-04 03:52:04.324324320;104;42;0;Returning;In-Store;Bank Transfer;9;Books;04.08.2024 3:52;45508,16116;1900-01;0;;
1293;North;24678.391965737304;;2023-11-27 19:33:20.000000000;180;50;0;Returning;In-Store;Bank Transfer;10;Sports;27.11.2023 19:33;45257,81481;1900-01;0;;
1294;South;26357.775474970793;;2023-02-19 04:12:15.135135135;155;84;0;Returning;Direct;Cash;4;Health & Beauty;19.02.2023 4:12;44976,17517;1900-01;0;;
1295;South;23608.360320216176;10.0;2023-10-04 12:43:57.837837836;119;40;0;Returning;In-Store;Credit Card;4;Sports;04.10.2023 12:43;45203,53052;1900-01;0;;
1296;West;14354.741143913854;;2024-01-03 20:32:25.945945944;140;39;0;VIP;In-Store;Credit Card;5;Home & Kitchen;03.01.2024 20:32;45294,85584;1900-01;0;;
1297;South;17377.39866860113;10.0;2024-01-27 11:39:05.945945944;145;23;0;VIP;Online;Cash;8;Books;27.01.2024 11:39;45318,48547;1900-01;0;;
1298;East;22446.87280613959;10.0;2024-09-06 08:53:20.000000000;111;96;0;Returning;Direct;Bank Transfer;10;Health & Beauty;06.09.2024 8:53;45541,37037;1900-01;0;;
1299;North;13889.360955540273;10.0;2024-07-08 08:07:12.432432432;169;52;0;Returning;In-Store;Credit Card;4;Sports;08.07.2024 8:07;45481,33833;1900-01;0;;
1300;West;23564.99215086194;15.0;2024-06-01 22:27:44.864864864;116;47;0;VIP;Online;Bank Transfer;5;Health & Beauty;01.06.2024 22:27;45444,93593;1900-01;0;;
1301;North;18798.373009209325;15.0;2024-05-24 15:12:25.945945944;118;63;0;Returning;Direct;Bank Transfer;4;Toys;24.05.2024 15:12;45436,63362;1900-01;0;;
1302;North;18125.895962252012;;2024-03-11 13:14:14.054054048;125;97;0;Returning;Direct;Cash;6;Clothing;11.03.2024 13:14;45362,55155;1900-01;0;;
1303;East;23554.79984101746;;2023-02-18 12:52:36.756756756;147;69;0;Returning;Direct;Cash;3;Toys;18.02.2023 12:52;44975,53653;1900-01;0;;
1304;South;22221.3165574302;15.0;2023-01-31 00:23:03.783783783;151;43;0;New;Direct;Bank Transfer;8;Electronics;31.01.2023 0:23;44957,01601;1900-01;0;;
1305;nan;0;5.0;2024-05-04 04:43:57.837837832;195;48;0;Returning;Direct;Credit Card;6;Books;04.05.2024 4:43;45416,19719;1900-01;0;;
1306;North;25796.64901682124;15.0;2023-02-21 17:30:48.648648648;169;34;0;New;Direct;Credit Card;10;Health & Beauty;21.02.2023 17:30;44978,72972;1900-01;0;;
1307;West;14594.683362000513;10.0;2024-07-24 22:37:50.270270264;154;40;0;Returning;In-Store;Cash;5;Sports;24.07.2024 22:37;45497,94294;1900-01;0;;
1308;South;23079.67803472132;15.0;2024-04-04 19:40:32.432432432;199;75;0;VIP;In-Store;Bank Transfer;2;Clothing;04.04.2024 19:40;45386,81981;1900-01;0;;
1309;West;22965.50628984192;10.0;2023-05-13 20:05:02.702702702;174;61;0;New;In-Store;Credit Card;10;Sports;13.05.2023 20:05;45059,83683;1900-01;0;;
1310;South;18452.267803430048;;2023-10-11 13:20:00.000000000;132;50;0;New;In-Store;Credit Card;10;Books;11.10.2023 13:20;45210,55556;1900-01;0;;
1311;West;21630.66511121059;5.0;2024-09-11 11:30:27.027027024;161;67;0;Returning;Online;Cash;7;Health & Beauty;11.09.2024 11:30;45546,47948;1900-01;0;;
1312;East;13744.432118073484;;2024-01-15 23:45:35.135135132;187;62;0;Returning;In-Store;Bank Transfer;2;Health & Beauty;15.01.2024 23:45;45306,98999;1900-01;0;;
1313;West;24620.135096034504;10.0;2023-11-29 17:32:15.135135132;122;58;0;New;Direct;Credit Card;1;Toys;29.11.2023 17:32;45259,73073;1900-01;0;;
1314;East;19075.489317785054;10.0;2023-01-18 21:09:54.594594594;114;33;0;VIP;In-Store;Cash;7;Clothing;18.01.2023 21:09;44944,88188;1900-01;0;;
1315;East;17386.3848974048;10.0;2023-07-13 12:10:48.648648648;126;75;0;VIP;In-Store;Credit Card;5;Clothing;13.07.2023 12:10;45120,5075;1900-01;0;;
1316;West;25245.046129184448;5.0;2024-09-26 04:02:09.729729728;174;16;1;Returning;Direct;Credit Card;1;Books;26.09.2024 4:02;45561,16816;1900-01;0;;
1317;East;16478.281547286206;15.0;2023-10-24 07:52:47.567567568;163;82;0;VIP;In-Store;Credit Card;4;Health & Beauty;24.10.2023 7:52;45223,32832;1900-01;0;;
1318;North;12957.693518182201;;2023-11-16 22:59:27.567567564;180;94;0;VIP;In-Store;Cash;4;Clothing;16.11.2023 22:59;45246,95795;1900-01;0;;
1319;East;12216.854132380482;;2023-10-12 04:39:38.378378376;150;48;1;Returning;In-Store;Bank Transfer;10;Clothing;12.10.2023 4:39;45211,19419;1900-01;0;;
1320;South;23030.0497567282;15.0;2024-02-05 10:14:03.243243240;152;10;1;VIP;Online;Cash;7;Sports;05.02.2024 10:14;45327,42642;1900-01;0;;
1321;West;13597.853237518584;;2023-11-09 07:03:47.027027024;177;82;0;Returning;In-Store;Bank Transfer;9;Books;09.11.2023 7:03;45239,29429;1900-01;0;;
1322;North;28773.970909921823;5.0;2024-05-13 03:18:55.135135136;190;38;0;New;Direct;Credit Card;2;Toys;13.05.2024 3:18;45425,13814;1900-01;0;;
1323;West;9590.35296058139;;2023-09-30 16:46:07.567567568;181;19;0;Returning;Direct;Bank Transfer;1;Sports;30.09.2023 16:46;45199,69869;1900-01;0;;
